provider,case_id,case_hash,mode,T_condition,expected_answer,receiver_answer,receiver_correct,actual_facts_total,actual_facts_literal_mentioned,actual_facts_bound_mentioned,bound_case_fact_recall,available_predicates_total,available_predicates_bound_mentioned,available_predicate_binding_rate,non_actual_predicates_total,non_actual_predicates_mentioned,non_actual_predicates_bound_as_facts,predicate_intrusion_rate,case_binding_score,genericization_drift,transmission_sufficiency,transmission_sufficiency_path,diagnostic_parse_coverage,diagnostic_confidence,diagnostic_unparsed_fields,mentions_actual_facts,mentions_available_predicates,mentions_fired_rules,mentions_priority_edges,mentions_suppressed_rules,mentions_active_conclusions,mentions_final_category,mentions_rules,mentions_priority,mentions_suppression,mentions_conflict_semantics,message_token_count,failure_taxonomy
anthropic_sonnet_4_6,rule_0011,603c7f2f3c7972757fadc2ed,factlocked,T_factlocked,conflict,conflict,True,5,5,5,1.0,6,0,0.0,1,1,1,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,True,246,
anthropic_sonnet_4_6,rule_0011,603c7f2f3c7972757fadc2ed,oracle_text,T_oracle_text,conflict,conflict,True,5,5,5,1.0,6,6,1.0,1,1,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,True,88,
anthropic_sonnet_4_6,rule_0012,8394cdb54ce1c21f2d39224a,free_schema_prompt,T_free_schema_prompt,no,no,True,2,0,0,0.0,6,0,0.0,4,0,0,0.0,0.0,1.0,1.0,fired_rules_priority,0.6666666666666666,0.6666666666666666,mentions_available_predicates,True,False,True,True,False,False,False,True,True,False,True,265,
anthropic_sonnet_4_6,rule_0012,8394cdb54ce1c21f2d39224a,self_contract_private_prose,T_self_contract_private_prose,no,no,True,2,2,2,1.0,6,0,0.0,4,4,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,True,False,False,True,True,True,True,250,
anthropic_sonnet_4_6,rule_0012,8394cdb54ce1c21f2d39224a,free_case_hint_no_sections,T_free_case_hint_no_sections,no,no,True,2,2,2,1.0,6,0,0.0,4,4,1,0.25,1.0,0.0,1.0,actual_facts_rules_priority,1.0,1.0,,True,False,False,True,False,False,False,True,True,False,True,211,
anthropic_sonnet_4_6,rule_0012,8394cdb54ce1c21f2d39224a,factlocked,T_factlocked,no,no,True,2,2,2,1.0,6,0,0.0,4,4,4,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,True,180,
anthropic_sonnet_4_6,rule_0012,8394cdb54ce1c21f2d39224a,oracle_text,T_oracle_text,no,no,True,2,2,2,1.0,6,6,1.0,4,4,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,78,
anthropic_sonnet_4_6,rule_0013,909d995e1e3e0f2a8a6d1f36,free_schema_prompt,T_free_schema_prompt,yes,no,False,4,4,0,0.0,6,6,1.0,2,2,0,0.0,0.0,1.0,1.0,fired_rules_priority,1.0,1.0,,False,True,True,True,False,False,False,True,True,False,True,262,answer_mismatch
anthropic_sonnet_4_6,rule_0013,909d995e1e3e0f2a8a6d1f36,self_contract_private_prose,T_self_contract_private_prose,yes,yes,True,4,4,4,1.0,6,0,0.0,2,2,0,0.0,1.0,0.0,1.0,actual_facts_rules_priority,1.0,1.0,,True,False,False,True,True,False,False,True,True,True,True,237,
anthropic_sonnet_4_6,rule_0013,909d995e1e3e0f2a8a6d1f36,free_case_hint_no_sections,T_free_case_hint_no_sections,yes,yes,True,4,3,0,0.0,6,0,0.0,2,2,1,0.5,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,False,True,True,True,True,194,
anthropic_sonnet_4_6,rule_0013,909d995e1e3e0f2a8a6d1f36,factlocked,T_factlocked,yes,yes,True,4,4,4,1.0,6,0,0.0,2,2,2,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,False,220,
anthropic_sonnet_4_6,rule_0013,909d995e1e3e0f2a8a6d1f36,oracle_text,T_oracle_text,yes,yes,True,4,4,4,1.0,6,6,1.0,2,2,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,83,
anthropic_sonnet_4_6,rule_0014,bad5237bb0566ca605be093c,free_schema_prompt,T_free_schema_prompt,no,no,True,3,0,0,0.0,6,0,0.0,3,0,0,0.0,1.0,1.0,1.0,fired_rules_priority,0.6666666666666666,0.6666666666666666,mentions_available_predicates,True,False,True,True,False,False,False,True,True,False,True,251,
anthropic_sonnet_4_6,rule_0014,bad5237bb0566ca605be093c,self_contract_private_prose,T_self_contract_private_prose,no,no,True,3,3,3,1.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,True,False,False,True,True,True,True,284,
anthropic_sonnet_4_6,rule_0014,bad5237bb0566ca605be093c,free_case_hint_no_sections,T_free_case_hint_no_sections,no,no,True,3,3,0,0.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,False,True,True,True,True,241,
anthropic_sonnet_4_6,rule_0014,bad5237bb0566ca605be093c,factlocked,T_factlocked,no,no,True,3,3,3,1.0,6,0,0.0,3,3,3,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,True,293,
anthropic_sonnet_4_6,rule_0014,bad5237bb0566ca605be093c,oracle_text,T_oracle_text,no,no,True,3,3,3,1.0,6,6,1.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,82,
anthropic_sonnet_4_6,rule_0015,4add57c27574231d9ae49604,free_schema_prompt,T_free_schema_prompt,yes,yes,True,3,3,3,1.0,6,0,0.0,3,3,3,1.0,1.0,0.0,1.0,actual_facts_rules_priority,0.6666666666666666,0.6666666666666666,mentions_available_predicates,True,False,False,True,False,False,False,True,True,False,True,228,
anthropic_sonnet_4_6,rule_0015,4add57c27574231d9ae49604,self_contract_private_prose,T_self_contract_private_prose,yes,yes,True,3,3,3,1.0,6,0,0.0,3,3,3,1.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,True,False,False,True,True,True,False,249,
anthropic_sonnet_4_6,rule_0015,4add57c27574231d9ae49604,free_case_hint_no_sections,T_free_case_hint_no_sections,yes,yes,True,3,3,2,0.6666666666666666,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,False,False,False,True,True,False,True,196,
anthropic_sonnet_4_6,rule_0015,4add57c27574231d9ae49604,factlocked,T_factlocked,yes,yes,True,3,3,3,1.0,6,0,0.0,3,3,3,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,False,177,
anthropic_sonnet_4_6,rule_0015,4add57c27574231d9ae49604,oracle_text,T_oracle_text,yes,yes,True,3,3,3,1.0,6,6,1.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,79,
anthropic_sonnet_4_6,rule_0016,1e2c3650537752ef360f9141,free_schema_prompt,T_free_schema_prompt,no,no,True,3,3,0,0.0,6,6,1.0,3,3,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,False,True,True,True,False,False,False,True,True,False,True,202,
anthropic_sonnet_4_6,rule_0016,1e2c3650537752ef360f9141,self_contract_private_prose,T_self_contract_private_prose,no,no,True,3,3,3,1.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,True,False,False,True,True,True,True,236,
anthropic_sonnet_4_6,rule_0016,1e2c3650537752ef360f9141,free_case_hint_no_sections,T_free_case_hint_no_sections,no,no,True,3,3,3,1.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,False,False,False,True,True,False,True,170,
anthropic_sonnet_4_6,rule_0016,1e2c3650537752ef360f9141,factlocked,T_factlocked,no,no,True,3,3,3,1.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,True,206,
anthropic_sonnet_4_6,rule_0016,1e2c3650537752ef360f9141,oracle_text,T_oracle_text,no,no,True,3,3,3,1.0,6,6,1.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,80,
anthropic_sonnet_4_6,rule_0017,c2f7c38f1cd431cffd370b00,free_schema_prompt,T_free_schema_prompt,yes,yes,True,3,3,3,1.0,6,0,0.0,3,3,3,1.0,1.0,0.0,1.0,fired_rules_priority,0.6666666666666666,0.6666666666666666,mentions_available_predicates,True,False,True,True,False,False,False,True,True,False,True,226,
anthropic_sonnet_4_6,rule_0017,c2f7c38f1cd431cffd370b00,self_contract_private_prose,T_self_contract_private_prose,yes,yes,True,3,3,3,1.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,False,True,True,True,False,300,
anthropic_sonnet_4_6,rule_0017,c2f7c38f1cd431cffd370b00,free_case_hint_no_sections,T_free_case_hint_no_sections,yes,yes,True,3,3,3,1.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,True,False,False,True,True,True,True,227,
anthropic_sonnet_4_6,rule_0017,c2f7c38f1cd431cffd370b00,factlocked,T_factlocked,yes,yes,True,3,3,3,1.0,6,0,0.0,3,3,3,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,True,241,
anthropic_sonnet_4_6,rule_0017,c2f7c38f1cd431cffd370b00,oracle_text,T_oracle_text,yes,yes,True,3,3,3,1.0,6,6,1.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,82,
anthropic_sonnet_4_6,rule_0018,d93abd727cc1b90ee88a845a,free_schema_prompt,T_free_schema_prompt,conflict,conflict,True,4,4,4,1.0,6,0,0.0,2,2,0,0.0,1.0,0.0,1.0,fired_rules_priority,0.6666666666666666,0.6666666666666666,mentions_available_predicates,True,False,True,True,False,False,False,True,True,False,True,217,
anthropic_sonnet_4_6,rule_0018,d93abd727cc1b90ee88a845a,self_contract_private_prose,T_self_contract_private_prose,conflict,conflict,True,4,4,4,1.0,6,0,0.0,2,2,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,False,True,True,True,False,290,
anthropic_sonnet_4_6,rule_0018,d93abd727cc1b90ee88a845a,free_case_hint_no_sections,T_free_case_hint_no_sections,conflict,conflict,True,4,4,0,0.0,6,0,0.0,2,2,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,False,True,False,True,True,False,True,216,
anthropic_sonnet_4_6,rule_0018,d93abd727cc1b90ee88a845a,factlocked,T_factlocked,conflict,conflict,True,4,4,4,1.0,6,0,0.0,2,2,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,True,233,
anthropic_sonnet_4_6,rule_0018,d93abd727cc1b90ee88a845a,oracle_text,T_oracle_text,conflict,conflict,True,4,4,4,1.0,6,6,1.0,2,2,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,True,85,
anthropic_sonnet_4_6,rule_0019,b890edf92c27501650395521,free_schema_prompt,T_free_schema_prompt,no,no,True,5,5,5,1.0,6,0,0.0,1,1,1,1.0,1.0,0.0,1.0,fired_rules_priority,0.6666666666666666,0.6666666666666666,mentions_available_predicates,True,False,True,True,False,False,False,True,True,False,True,269,
anthropic_sonnet_4_6,rule_0019,b890edf92c27501650395521,self_contract_private_prose,T_self_contract_private_prose,no,no,True,5,5,5,1.0,6,0,0.0,1,1,1,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,False,True,True,True,False,259,
anthropic_sonnet_4_6,rule_0019,b890edf92c27501650395521,free_case_hint_no_sections,T_free_case_hint_no_sections,no,no,True,5,5,0,0.0,6,0,0.0,1,1,0,0.0,1.0,0.0,1.0,active_conclusions,0.6666666666666666,0.6666666666666666,mentions_actual_facts,False,False,True,True,False,True,False,True,True,False,True,218,
anthropic_sonnet_4_6,rule_0019,b890edf92c27501650395521,factlocked,T_factlocked,no,no,True,5,5,5,1.0,6,0,0.0,1,1,1,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,False,312,
anthropic_sonnet_4_6,rule_0019,b890edf92c27501650395521,oracle_text,T_oracle_text,no,no,True,5,5,5,1.0,6,6,1.0,1,1,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,87,
anthropic_sonnet_4_6,rule_0020,028f0965f81224eb6f1dac19,free_schema_prompt,T_free_schema_prompt,no,no,True,2,2,2,1.0,6,0,0.0,4,4,4,1.0,1.0,0.0,1.0,fired_rules_priority,0.6666666666666666,0.6666666666666666,mentions_available_predicates,True,False,True,True,False,False,False,True,True,False,True,240,
anthropic_sonnet_4_6,rule_0020,028f0965f81224eb6f1dac19,self_contract_private_prose,T_self_contract_private_prose,no,no,True,2,2,2,1.0,6,0,0.0,4,4,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,False,False,False,True,True,False,True,242,
anthropic_sonnet_4_6,rule_0020,028f0965f81224eb6f1dac19,free_case_hint_no_sections,T_free_case_hint_no_sections,no,no,True,2,2,0,0.0,6,0,0.0,4,4,0,0.0,1.0,0.0,1.0,active_conclusions,0.6666666666666666,0.6666666666666666,mentions_actual_facts,False,False,True,True,False,True,False,True,True,False,True,220,
anthropic_sonnet_4_6,rule_0020,028f0965f81224eb6f1dac19,factlocked,T_factlocked,no,no,True,2,2,2,1.0,6,0,0.0,4,4,4,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,True,173,
anthropic_sonnet_4_6,rule_0020,028f0965f81224eb6f1dac19,oracle_text,T_oracle_text,no,no,True,2,2,2,1.0,6,6,1.0,4,4,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,79,
anthropic_sonnet_4_6,rule_0021,584d03a1d90c535aa8e41271,free_schema_prompt,T_free_schema_prompt,yes,yes,True,2,2,2,1.0,6,0,0.0,4,4,0,0.0,1.0,0.0,1.0,fired_rules_priority,0.6666666666666666,0.6666666666666666,mentions_available_predicates,True,False,True,True,False,False,False,True,True,False,True,261,
anthropic_sonnet_4_6,rule_0021,584d03a1d90c535aa8e41271,self_contract_private_prose,T_self_contract_private_prose,yes,yes,True,2,2,0,0.0,6,0,0.0,4,4,0,0.0,1.0,0.0,0.0,insufficient,0.6666666666666666,0.6666666666666666,mentions_actual_facts,False,False,False,True,True,False,False,True,True,True,True,254,
anthropic_sonnet_4_6,rule_0021,584d03a1d90c535aa8e41271,free_case_hint_no_sections,T_free_case_hint_no_sections,yes,yes,True,2,2,0,0.0,6,0,0.0,4,4,0,0.0,1.0,0.0,1.0,active_conclusions,0.6666666666666666,0.6666666666666666,mentions_actual_facts,False,False,True,True,False,True,False,True,True,False,True,199,
anthropic_sonnet_4_6,rule_0021,584d03a1d90c535aa8e41271,factlocked,T_factlocked,yes,yes,True,2,2,2,1.0,6,0,0.0,4,4,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,True,132,
anthropic_sonnet_4_6,rule_0021,584d03a1d90c535aa8e41271,oracle_text,T_oracle_text,yes,yes,True,2,2,2,1.0,6,6,1.0,4,4,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,78,
anthropic_sonnet_4_6,rule_0022,1990a23b273e7ddb7f18bbb9,free_schema_prompt,T_free_schema_prompt,conflict,conflict,True,2,2,2,1.0,6,6,1.0,4,4,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,True,True,True,False,False,False,True,True,False,True,368,
anthropic_sonnet_4_6,rule_0022,1990a23b273e7ddb7f18bbb9,self_contract_private_prose,T_self_contract_private_prose,conflict,conflict,True,2,2,2,1.0,6,0,0.0,4,4,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,False,True,True,True,False,260,
anthropic_sonnet_4_6,rule_0022,1990a23b273e7ddb7f18bbb9,free_case_hint_no_sections,T_free_case_hint_no_sections,conflict,conflict,True,2,2,2,1.0,6,0,0.0,4,4,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,False,False,False,True,True,False,True,157,
anthropic_sonnet_4_6,rule_0022,1990a23b273e7ddb7f18bbb9,factlocked,T_factlocked,conflict,conflict,True,2,2,2,1.0,6,0,0.0,4,4,4,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,True,230,
anthropic_sonnet_4_6,rule_0022,1990a23b273e7ddb7f18bbb9,oracle_text,T_oracle_text,conflict,conflict,True,2,2,2,1.0,6,6,1.0,4,4,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,True,81,
anthropic_sonnet_4_6,rule_0023,d980032889101401f8cd9414,free_schema_prompt,T_free_schema_prompt,yes,yes,True,3,3,0,0.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,fired_rules_priority,0.6666666666666666,0.6666666666666666,mentions_available_predicates,True,False,True,True,False,False,False,True,True,False,True,212,
anthropic_sonnet_4_6,rule_0023,d980032889101401f8cd9414,self_contract_private_prose,T_self_contract_private_prose,yes,yes,True,3,3,3,1.0,6,3,0.5,3,3,3,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,False,True,True,True,True,233,
anthropic_sonnet_4_6,rule_0023,d980032889101401f8cd9414,free_case_hint_no_sections,T_free_case_hint_no_sections,yes,yes,True,3,3,3,1.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,False,False,False,True,True,False,True,182,
anthropic_sonnet_4_6,rule_0023,d980032889101401f8cd9414,factlocked,T_factlocked,yes,yes,True,3,3,3,1.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,True,164,
